harvest_id,farmer_id,crop_id,date_id,quantity_ton,selling_price,market
3426,1034,125,531,534.46,169740.45,cold storage
3427,690,90,586,944.77,262915.16,cold storage
3434,688,50,246,9.89,244165.45,cold storage
3444,306,52,185,819.94,480577.23,cold storage
3447,175,105,283,791.71,405685,cold storage
3452,63,29,49,378.57,57055.39,cold storage
3453,705,64,313,680.14,405931.47,cold storage
3466,266,207,484,520.07,78090.32,cold storage
3469,450,202,450,966.16,190346.69,cold storage
3475,996,117,221,239.71,36677.81,cold storage
3480,500,45,171,401.33,232743.43,cold storage
3499,452,36,14,605.25,63206.47,cold storage
5,148,110,730,35.69,128151.29,direct
10,800,187,242,841.26,416187.96,direct
11,997,111,106,687.56,104987.5,direct
18,776,152,489,107.82,353690.17,direct
27,899,20,523,598.59,463754.32,direct
47,364,97,652,39.23,73218.9,direct
51,680,71,637,819.48,186327.52,direct
57,23,198,383,589.3,368022.65,direct
59,754,46,81,292.02,292576.32,direct
61,212,157,676,905.26,151904.08,direct
62,176,2,327,425.6,58509.85,direct
73,328,209,272,512.95,437755.72,direct
75,37,113,345,661.73,271483.15,direct
80,105,10,235,431.34,209643.04,direct
81,1021,125,664,135.03,319128.59,direct
82,127,31,89,538.23,496719.54,direct
92,243,30,315,181.14,18165.69,direct
98,374,129,436,177.72,319928.71,direct
101,892,166,504,523.99,60194.57,direct
111,893,87,386,179.07,22463.76,direct
116,403,67,552,982.08,277585.08,direct
122,408,205,542,127.25,309648.82,direct
133,779,114,463,461.21,299976.97,direct
134,319,54,220,781.66,118880.05,direct
143,267,178,571,571.15,20441.47,direct
144,1008,28,509,783.37,488230.06,direct
150,664,187,23,369.64,79966.14,direct
152,848,60,84,388.32,344694.31,direct
159,29,51,529,751.71,142201.64,direct
160,125,150,425,550.77,375051.13,direct
163,292,60,708,395869.1886537759,61338.15,direct
170,718,161,490,65.73,73496.74,direct
173,1031,66,614,478.4,474265.1,direct
178,253,104,434,663.66,460669.98,direct
185,917,200,48,651.09,372808.3,direct
189,273,144,638,31.88,385394.03,direct
198,983,120,725,927.47,407814.5,direct
204,190,91,406,842.85,490742.24,direct
218,673,9,234,625.57,46909.39,direct
224,805,131,496,384.65,98647.03,direct
233,12,126,36,383.26,401105.82,direct
237,885,92,571,549.16,355122.96,direct
260,60,147,244,222.04,461000.41,direct
282,24,23,665,572.14,360523.39,direct
284,973,207,460,910.3,358380.17,direct
288,203,37,189,886.65,386297.4,direct
290,665,105,32,656.24,83774.03,direct
293,514,47,657,662.95,434914.14,direct
308,554,100,89,479.95,186342.1,direct
325,49,148,299,400.89,417477.86,direct
329,219,57,410,264.66,332748.39,direct
335,194,114,472,596.41,145919.2,direct
338,734,131,264,958.24,34856.84,direct
340,50,198,402,305.5,261400.37,direct
341,348,48,37,568.17,378281.99,direct
350,373,175,455,240.05,495278.36,direct
357,18,36,475,207.01,22243.16,direct
360,973,44,159,478.45,295071.2,direct
362,101,164,280,473.92,162345.04,direct
365,217,79,299,254.81,215865.09,direct
372,658,157,540,572.4,444573.69,direct
375,748,156,689,892.78,264702.9,direct
384,297,107,218,67.21,343221,direct
386,385,87,209,310.3,169310.71,direct
387,762,131,329,614.94,44213,direct
395,920,198,89,499.66,132384.37,direct
401,166,124,163,628.06,381492.07,direct
403,1018,34,477,873.09,41045,direct
410,946,5,688,53.25,405658.42,direct
415,635,167,368,479.48,419751.95,direct
421,1015,194,393,996.84,441412.43,direct
423,182,178,37,709.19,115553,direct
424,312,150,339,568.11,287546.22,direct
447,289,35,75,49.54,7583.23,direct
452,455,72,164,415.19,257451.18,direct
453,955,2,162,908.71,38765.96,direct
455,120,138,506,831.55,412915,direct
460,922,162,105,232.99,190580.53,direct
461,67,15,176,518,58953.76,direct
463,651,187,483,984.3,420931.75,direct
467,435,138,625,17.29,44371.21,direct
468,186,32,340,764.55,261550.69,direct
480,529,136,593,245.89,98633.54,direct
481,148,185,469,579.14,431477.27,direct
492,992,33,695,163.32,236477.48,direct
496,1036,153,69,877.89,426265.77,direct
499,396,113,143,372.11,26427.54,direct
500,434,98,169,529,383386.03,direct
513,515,182,459,411.13,387226.73,direct
541,326,9,244,211.94,379949.63,direct
551,421,191,410,514.16,414721.71,direct
553,224,35,726,331.97,415165.42,direct
554,938,47,580,848.76,402367,direct
555,347,39,528,776.87,221578.26,direct
559,375,157,547,588.54,454973.76,direct
569,646,169,315,12.01,173079.73,direct
576,247,159,554,285.38,344034.85,direct
585,336,171,170,51.54,224903.74,direct
588,795,112,550,842.26,132361.86,direct
589,33,36,46,688.74,273522.76,direct
599,880,19,730,880.16,381101.18,direct
614,791,31,151,579.35,148643.24,direct
616,712,12,175,802.56,244636.39,direct
617,986,50,696,41.37,183771.69,direct
619,709,32,609,280.94,163654.34,direct
623,893,128,634,739.18,392038.9,direct
631,21,163,503,931.54,69529.37,direct
634,920,18,479,626.31,132038.91,direct
637,292,176,3,179.67,158344,direct
651,388,78,325,853.01,212261.48,direct
654,939,35,555,824.39,278871.36,direct
658,345,104,10,900.89,111102.8,direct
659,184,1,445,403.06,174801.18,direct
671,613,207,446,659.4,166802.34,direct
676,856,196,684,456.02,42937.87,direct
678,261,44,180,124.6,461731.42,direct
679,113,42,50,802.74,356141,direct
685,769,8,671,770.86,162135.04,direct
689,424,2,372,222.89,372765.1,direct
691,270,102,227,988.7,407281.03,direct
704,832,51,33,450.95,92262.72,direct
706,787,58,720,446.9,131905.19,direct
708,668,136,525,-0.5,274357.35,direct
711,812,160,371,288.61,271898.58,direct
715,1032,135,85,716.6,124635,direct
716,9,36,351,786.34,21532.96,direct
725,357,77,343,93.08,171006.84,direct
732,928,152,605,-0.5,266478.18,direct
735,702,190,372,221.06,76069.7,direct
738,305,42,404,717.45,210981,direct
759,799,129,67,901.5,318066.77,direct
760,300,178,18,924.3,336452.41,direct
772,952,147,611,366,128659.58,direct
793,486,103,137,328.87,387765.8,direct
805,512,85,330,922.44,382953.24,direct
806,941,139,475,484.43,221155,direct
807,347,104,485,836.1,198252.4,direct
811,215,9,668,799.59,191376.9,direct
816,86,4,518,584.15,172049.51,direct
830,675,76,8,232.75,165892,direct
851,413,24,226,370.84,63600.47,direct
858,845,192,373,945.58,233016.99,direct
859,417,61,453,538.64,328427.79,direct
865,657,19,192,499.33,166545.92,direct
869,324,69,150,184.32,305294,direct
872,494,93,30,538.16,115590.16,direct
876,309,117,606,876.66,388309.94,direct
880,597,160,272,967.78,91198.25,direct
882,751,105,666,626.79,100192.4,direct
883,471,191,202,572.02,459691.45,direct
888,315,106,240,864.94,416567.53,direct
889,550,79,328,385.1,226610.96,direct
891,227,205,645,251.76,451366.05,direct
893,56,184,86,816.28,82721.98,direct
904,623,92,269,799.57,223696.79,direct
911,469,103,640,510.49,474931.1,direct
913,260,138,85,209.32,165350.66,direct
915,116,44,176,639.88,134747.45,direct
918,6,19,162,484.07,392310.38,direct
928,532,91,206,71.38,193478.36,direct
929,906,178,230,114.78,81985.7,direct
930,829,191,464,330.42,242291.46,direct
935,919,161,89,763.03,270417,direct
941,310,35,337,591.8,176206.68,direct
948,38,182,700,163.44,485009.84,direct
954,884,208,696,36.52,25559.89,direct
955,292,108,32,584.92,426680,direct
957,378,39,165,956.92,397404.56,direct
961,995,28,385,290.75,373348,direct
977,455,198,567,996.42,15922.53,direct
978,331,97,163,303.47,326483.27,direct
986,465,46,682,935.66,147092,direct
991,727,172,77,530.28,156074.48,direct
993,303,137,430,731.84,195266.23,direct
995,123,142,349,483.79,178899.04,direct
999,454,43,228,795.28,496614.18,direct
1004,111,80,13,210.48,120562.86,direct
1008,550,138,153,213.62,454371.96,direct
1010,855,141,649,671.08,247607.2,direct
1031,803,80,588,493.04,407064.12,direct
1032,993,106,498,808.53,415546.28,direct
1033,407,107,568,29.24,155563.69,direct
1035,193,137,18,703.85,49617.92,direct
1036,127,16,653,285.85,27890,direct
1042,562,198,587,803.06,283066.26,direct
1044,512,18,356,71.51,371730.97,direct
1050,19,15,408,117.75,478086.35,direct
1054,757,210,159,48.95,174753.23,direct
1071,825,202,515,942.61,415164.66,direct
1076,263,158,90,439.53,154094.78,direct
1087,413,88,58,316.55,481765.74,direct
1088,365,168,65,767.08,279312.64,direct
1089,96,123,155,78.24,215089.13,direct
1097,315,105,13,133.47,329370.34,direct
1098,944,161,144,828.69,492065.03,direct
1112,1049,98,292,479.56,488947.09,direct
1121,469,174,501,810.56,45045.25,direct
1122,1024,149,290,439.08,387131.02,direct
1128,898,172,499,295.86,94973.86,direct
1140,542,207,278,420.42,487917.64,direct
1161,235,75,187,352.96,30343.25,direct
1173,454,5,170,335.49,55650.14,direct
1191,955,55,456,228.4,74117.07,direct
1193,716,41,151,144.82,122895.36,direct
1199,799,174,560,409.36,458198.52,direct
1212,250,98,29,362.79,489437.19,direct
1213,959,95,165,40.32,356215.23,direct
1215,637,41,177,721.95,328961,direct
1221,541,89,631,217.09,448047.61,direct
1222,206,137,299,445.97,96566.38,direct
1230,900,134,435,856.34,4004.9,direct
1237,362,43,333,352.14,337045.36,direct
1250,166,207,219,43.96,212602.68,direct
1253,670,183,244,719.76,263187.27,direct
1254,500,75,218,841.84,489186.67,direct
1267,538,4,580,-0.5,96146.07,direct
1268,42,129,276,420.28,126967.22,direct
1277,1009,15,194,195.77,291455.91,direct
1281,442,150,326,676.13,403284.95,direct
1284,111,153,143,180.94,492955.71,direct
1292,499,5,397,351.35,401341.44,direct
1295,699,75,91,688.93,230968.77,direct
1299,596,135,680,953.36,73208.07,direct
1302,978,146,83,663.81,49729.28,direct
1308,706,169,517,571.86,178148.91,direct
1312,943,94,221,577.88,431254.9,direct
1313,54,67,468,709.17,424703.03,direct
1333,741,187,596,782.99,345566.19,direct
1348,411,186,327,211.46,435351.51,direct
1351,814,109,56,596.52,18024.99,direct
1352,358,98,528,362.07,148996.69,direct
1357,324,99,242,600.88,236525.02,direct
1358,119,206,398,329.14,497116.51,direct
1363,289,25,348,904.16,244682,direct
1367,144,204,591,507.17,180058.45,direct
1371,959,41,228,622.29,24296.15,direct
1377,173,209,405,404.67,161754,direct
1387,885,124,573,265.61,442336.3,direct
1403,268,205,133,193.74,457512.75,direct
1409,947,112,622,887.41,252522.94,direct
1411,597,63,316,564.44,216760.62,direct
1418,670,205,177,727.61,134707.51,direct
1419,243,29,185,359.91,293966.55,direct
1425,832,175,27,963.82,391073.47,direct
1433,784,8,182,55.97,103081.57,direct
1434,1021,209,603,271.72,328809.68,direct
1435,312,130,237,574.12,50341,direct
1436,122,5,555,42.75,337544.41,direct
1440,665,174,159,286,108595.9,direct
1441,654,161,361,760.35,59470.05,direct
1446,1037,6,553,540.32,78360.4,direct
1449,265,187,631,917.32,430790.88,direct
1452,310,187,261,642.22,248291.78,direct
1453,390,34,157,569.96,409509.68,direct
1457,116,94,154,518.09,407121.2,direct
1463,265,54,226,999.17,209239,direct
1464,329,96,219,63.67,304913.77,direct
1465,1028,57,21,4.61,325735.82,direct
1468,100,128,3,579.51,411153.43,direct
1493,334,56,723,398.65,44644.76,direct
1500,21,122,681,362.58,95695.39,direct
1501,706,14,157,814.69,142276,direct
1515,643,126,643,128.01,304787.87,direct
1528,667,6,300,981.24,476964.74,direct
1534,851,60,444,952.27,470393,direct
1547,897,168,98,569.29,6101,direct
1555,1041,122,145,34.01,7297.18,direct
1558,1023,80,321,418.74,494996.13,direct
1560,724,111,183,883.4,36396.96,direct
1564,588,111,226,83.74,384315.53,direct
1574,881,45,508,483.28,116323.2,direct
1575,346,163,527,942.02,55023.13,direct
1581,382,50,711,116.09,236004.04,direct
1583,125,1,5,482.05,30224.3,direct
1598,170,23,671,969.21,170485.99,direct
1603,770,53,674,468.03,244363.17,direct
1604,697,120,167,383.34,273507,direct
1607,286,136,566,21.96,127085,direct
1613,613,50,548,902.14,110533.82,direct
1617,230,138,605,609.74,145964.97,direct
1622,631,61,67,368.88,178599.61,direct
1625,617,199,25,431.72,157973.31,direct
1629,49,180,308,542.43,117185.22,direct
1630,758,47,560,64.16,17832.51,direct
1633,661,136,548,766.78,284762,direct
1636,687,128,204,479.04,153579.78,direct
1645,192,118,654,738.27,376703.09,direct
1646,520,158,230,479.99,474332.32,direct
1654,816,138,180,270.1,343081.77,direct
1656,48,62,675,754.29,92290.28,direct
1666,974,7,609,641.44,311353.35,direct
1669,496,96,107,397.72,146152.19,direct
1677,357,5,191,818.35,284179.54,direct
1680,800,184,632,769.21,438358.36,direct
1688,1009,51,73,227.13,435906.06,direct
1689,524,166,653,101.73,382205.59,direct
1696,976,84,713,791.39,282354.34,direct
1698,972,63,585,872.69,497375.95,direct
1705,558,77,647,377.99,218713.74,direct
1706,776,129,705,742.27,69868,direct
1712,761,208,516,702.23,333691.64,direct
1714,384,152,99,395.1,97056.28,direct
1722,513,94,609,763.93,422768.37,direct
1724,82,37,413,103.33,484846.98,direct
1730,339,208,534,859.49,248562.72,direct
1736,206,8,650,815.24,50206.66,direct
1743,710,96,373,830.88,337716.65,direct
1754,66,207,100,420.42,444051.82,direct
1756,808,209,167,708.85,34217.33,direct
1761,219,183,222,273.77,280843.05,direct
1768,301,47,601,-0.5,128433.26,direct
1775,960,126,163,14.8,482787.96,direct
1778,635,56,639,50.52,345410.61,direct
1780,939,143,586,296.51,465267.73,direct
1783,844,36,616,37.17,411881220,direct
1787,426,46,64,333.48,362596.19,direct
1790,365,122,411,857.66,151577,direct
1793,482,62,600,752.1,194265.29,direct
1797,1023,204,604,449.84,318748.31,direct
1808,727,84,256,392.15,35616.68,direct
1825,804,46,323,898.95,485857.75,direct
1833,16,42,403,691.99,414505.72,direct
1850,835,191,550,354.13,4869.2,direct
1861,720,63,517,797.2,469479.56,direct
1863,723,110,661,958.97,84374.56,direct
1878,792,14,365,87.77,473578.04,direct
1879,334,96,189,704.43,486828,direct
1883,983,109,471,588.72,191385.37,direct
1894,251,129,518,323.82,309721.03,direct
1899,872,142,565,607.77,39279.35,direct
1900,193,81,307,108.24,83488.25,direct
1909,921,148,540,580.66,173532.27,direct
1915,867,192,342,519.31,282569.33,direct
1916,680,87,378,616.65,434186.33,direct
1918,191,93,720,588.09,178944.17,direct
1920,990,205,441,202.77,36947.28,direct
1933,855,150,673,705.13,326883.72,direct
1940,712,112,56,57.87,113920.9,direct
1944,31,64,232,331.85,160050.91,direct
1947,849,206,602,974.59,388432.13,direct
1949,125,88,500,751.62,200678.57,direct
1950,353,72,139,274.32,212467.01,direct
1956,715,111,441,437.79,347906.4,direct
1959,370,191,429,160.79,219855.73,direct
1960,603,188,679,426.14,42795.31,direct
1964,387,184,521,590.54,324342.01,direct
1968,347,135,339,946.45,3350.13,direct
1977,815,129,726,826.13,152083,direct
1986,325,16,649,123.11,272476.88,direct
1987,592,67,527,531.59,405819.43,direct
1989,192,201,574,36.78,210978.38,direct
1993,869,139,724,983.25,187360.3,direct
1995,423,102,63,720.48,391263,direct
1997,981,56,338,258.97,425814.98,direct
1998,425,6,479,61.15,381551.67,direct
2008,741,39,221,215.81,249368.36,direct
2015,522,103,440,527.18,178674.4,direct
2020,227,140,123,355.62,382782.4,direct
2025,390,105,161,53.6,223866.96,direct
2026,960,18,113,93.03,67369.5,direct
2032,50,12,270,405.41,376392.48,direct
2033,783,125,195,837.78,362887.75,direct
2034,415,95,298,11.85,198851.08,direct
2042,44,103,192,784.7,47680.9,direct
2044,835,187,534,572.28,248867.03,direct
2067,526,58,43,223.09,340251.9,direct
2072,262,131,550,617.44,85668.16,direct
2094,920,64,569,50.31,163500.87,direct
2107,321,52,624,801.74,113989.89,direct
2118,748,93,550,632.62,136896.25,direct
2120,380,29,320,307.5,297412.08,direct
2129,241,50,357,770.48,389834.74,direct
2130,346,183,258,195.79,489285,direct
2131,262,135,208,71.28,471500,direct
2132,445,54,716,488.84,143810.3,direct
2136,832,145,100,924.43,117809.88,direct
2139,379,61,238,301.47,167738.77,direct
2142,90,47,640,672.16,204286.8,direct
2143,848,183,421,51.06,200152.62,direct
2153,70,15,177,991.72,499957.42,direct
2156,143,62,660,266.49,255390.21,direct
2163,163,174,502,692.47,393517.99,direct
2166,243,127,537,84.39,17750.96,direct
2173,513,146,221,489.15,173047.4,direct
2175,156,154,284,703.5,36344.94,direct
2184,1032,87,603,734.43,33635330,direct
2187,236,99,93,689.73,310232.98,direct
2190,459,29,250,476.35,404418.97,direct
2191,588,204,524,667.43,397325.53,direct
2193,455,151,649,774.26,428424.98,direct
2195,621,164,659,63.83,171470.87,direct
2202,235,206,200,618.04,330760.71,direct
2203,28,20,85,862.58,474127.36,direct
2207,124,17,645,165.84,410061.12,direct
2210,845,37,619,563.64,294191.11,direct
2211,359,89,377,4.97,236942.24,direct
2212,752,198,668,885.16,248623.33,direct
2215,538,21,509,221.28,98675.55,direct
2231,310,160,725,780.16,456804.91,direct
2250,460,134,463,80.37,212467.44,direct
2257,592,111,314,492.17,477297.72,direct
2269,104,181,684,21,5307,direct
2272,260,183,496,130.02,373942.07,direct
2281,136,160,596,890.43,451490.4,direct
2282,594,1,638,138.42,111996.8,direct
2291,215,78,203,83.35,73618.39,direct
2293,353,191,725,530.42,370801.26,direct
2302,502,159,218,272.15,466614.41,direct
2315,157,24,1,579.58,108916.58,direct
2319,934,112,295,412.12,34820.17,direct
2323,170,28,464,712.36,296362.93,direct
2326,152,99,488,960.75,207077.01,direct
2327,726,102,531,418.19,334601.69,direct
2331,1048,108,591,369.94,177774.06,direct
2334,704,59,251,910.42,266574,direct
2339,306,26,84,536.13,255194.04,direct
2344,590,126,472,425.02,272284.24,direct
2346,408,120,61,179.45,441433.97,direct
2350,836,197,496,875.75,223010.13,direct
2353,250,156,221,783.56,183072.26,direct
2354,247,130,172,302.54,178095.85,direct
2356,540,63,665,796.63,352573,direct
2364,652,97,602,853.26,74543.86,direct
2370,545,4,310,966.78,135010.46,direct
2373,829,170,58,978.89,56874.84,direct
2375,614,165,308,117.12,163400.06,direct
2393,526,83,243,595.83,330905.26,direct
2394,971,23,663,385.81,298622.74,direct
2404,740,82,213,562.73,351452.34,direct
2406,888,149,86,579.71,342151.81,direct
2409,326,208,276,917.16,86697.78,direct
2410,1021,1,300,620.83,194896.47,direct
2416,347,147,386,243.66,388207.28,direct
2419,750,108,687,209.95,82823.62,direct
2420,66,153,332,986.27,394521.82,direct
2429,699,97,595,7.63,287048.71,direct
2430,641,33,53,179.83,447123.5,direct
2435,51,188,698,872.46,375077.76,direct
2437,1035,80,276,591.32,225455.01,direct
2439,742,59,168,374.49,383210.5,direct
2440,426,68,130,379.2,283171.96,direct
2443,422,145,33,28.38,60935.12,direct
2446,6,163,586,157.76,110286,direct
2448,992,69,185,891.65,489560.69,direct
2463,45,60,256,890.08,18879.62,direct
2469,340,137,353,794.88,109144.73,direct
2470,571,16,379,435.01,383220.11,direct
2471,616,188,330,397.44,337849.52,direct
2487,344,103,342,537.47,366851.56,direct
2489,53,7,638,351.58,416423.03,direct
2491,285,129,490,925.39,347191.36,direct
2501,122,86,262,814.07,303877.91,direct
2503,729,38,577,938.55,474588.61,direct
2508,397,65,118,111.56,299600.62,direct
2515,545,5,42,635.36,1966.4,direct
2531,863,175,244,87.7,12048.32,direct
2536,4,142,411,844.43,3092.86,direct
2546,39,106,338,910.95,474506.76,direct
2555,75,100,219,37.84,973.06,direct
2562,975,44,309,220.52,285837.03,direct
2567,18,157,482,707.79,44002.99,direct
2568,1000,13,444,339.83,306214.08,direct
2573,301,164,313,267.05,469748.86,direct
2581,273,96,726,306.39,218547.3,direct
2585,227,45,668,377.74,32663.9,direct
2600,549,116,727,839.59,239569.18,direct
2603,1005,110,299,454.15,161967.74,direct
2606,731,165,455,995.47,202313.08,direct
2626,782,147,110,508.64,300625.84,direct
2637,786,56,31,720.34,272531.57,direct
2641,850,12,471,383.18,278875.11,direct
2650,792,204,205,594.2,326981.4,direct
2651,302,139,540,342.38,159159,direct
2653,923,152,709,46.31,431694.55,direct
2655,224,176,54,287.95,21554.48,direct
2661,367,25,308,522.04,4165.25,direct
2667,255,187,160,862.82,385835.83,direct
2674,550,133,321,317.78,370145,direct
2679,814,33,670,971.88,271586.2,direct
2689,55,64,561,731.95,149636,direct
2690,566,98,277,890.43,20496.95,direct
2699,15,199,559,443.55,187258.29,direct
2709,37,135,488,495.2,486201.08,direct
2712,85,194,280,858.34,410421.08,direct
2714,656,75,449,961.65,420781.57,direct
2715,1022,176,113,707.54,404594.77,direct
2723,523,2,80,771.17,472418.02,direct
2732,261,9,505,977.6,189332.35,direct
2741,1007,112,220,468.91,430773.75,direct
2746,105,38,133,203.48,94208.4,direct
2753,43,70,547,505.5,2898.23,direct
2774,557,67,191,977.86,272260.06,direct
2783,92,128,174,308.39,457688.35,direct
2787,279,117,451,462.62,277976,direct
2797,19,142,145,64.53,193723.13,direct
2800,9,91,384,392.73,206350.72,direct
2803,11,89,414,114.94,126753.42,direct
2811,998,28,63,780.04,135355.22,direct
2812,173,54,503,28.44,144821.62,direct
2824,337,77,457,381.03,419215.29,direct
2833,780,185,288,766.14,356628.61,direct
2839,810,9,473,939.13,269404.33,direct
2851,739,88,71,307.99,251966.33,direct
2853,622,66,3,556.26,251973.76,direct
2864,511,129,426,207.94,96337.2,direct
2867,113,150,149,762.55,40564.39,direct
2869,233,102,515,686.47,337504.68,direct
2871,107,38,643,796.09,172721.72,direct
2881,320,159,151,280.69,281616.51,direct
2882,900,35,229,598.02,160472.19,direct
2888,752,69,665,358.92,61811.16,direct
2889,950,133,150,485.47,139098.2,direct
2897,960,188,574,96.48,417682.61,direct
2899,563,24,426,999.07,92036.15,direct
2903,901,162,529,831.7,104165.25,direct
2905,658,207,390,15.28,158974.99,direct
2910,795,97,713,471.61,241110.87,direct
2911,374,183,678,547.65,49954.3,direct
2917,641,49,399,14.94,377703.87,direct
2918,686,147,711,886.11,85229.3,direct
2920,1033,97,499,126.96,431689.52,direct
2922,54,154,445,519.52,359494.59,direct
2928,924,181,6,599.13,197142.83,direct
2930,969,36,725,690.18,398750,direct
2931,309,194,252,485.02,60797.16,direct
2935,248,52,419,462.11,487415.23,direct
2938,783,1,542,158.38,185746.34,direct
2939,403,80,129,615.97,381935.87,direct
2943,467,89,65,175.34,311896.91,direct
2951,841,137,202,565.86,32589.06,direct
2953,857,30,474,656.54,380198.11,direct
2960,54,210,344,252.56,375037.44,direct
2962,226,130,729,45.18,454294.41,direct
2974,665,56,532,816.57,98003.88,direct
2978,366,56,100,511.5,39681.61,direct
2985,377,207,486,427.87,222316.74,direct
2990,306,181,647,447.45,468847,direct
2991,442,188,727,529.96,349632.93,direct
3000,804,118,233,318.47,109101.03,direct
3001,448,5,700,944,346652.63,direct
3011,351,127,37,505.05,57972.86,direct
3023,720,90,508,153.91,405341.93,direct
3031,48,8,606,959.02,3609.02,direct
3035,424,175,279,754.04,249991.64,direct
3039,116,11,720,967.54,282105.43,direct
3041,499,25,228,622.84,239905.35,direct
3065,642,171,721,506.57,36339,direct
3069,67,93,619,203.73,282024.31,direct
3070,676,138,91,357.92,197607.38,direct
3076,212,61,360,941.66,483645.21,direct
3080,1013,55,702,574.47,298943.8,direct
3082,493,123,441,215.22,433953.73,direct
3091,58,177,723,68.88,160796.32,direct
3093,84,24,153,791.92,402787,direct
3099,1050,45,61,84.59,196813.25,direct
3101,400,108,209,821.91,352835.22,direct
3105,73,51,277,495.97,438657,direct
3106,780,179,567,702.62,59431.17,direct
3107,743,186,597,15.67,454005.55,direct
3120,47,12,462,8.32,497818.96,direct
3122,587,182,606,53.32,353341.58,direct
3126,737,123,506,-0.5,234044.27,direct
3130,584,203,10,317.71,164680.58,direct
3133,487,69,629,609.32,439245.43,direct
3134,118,93,585,814.17,332584.48,direct
3146,496,20,708,168.99,411002.33,direct
3151,758,147,273,986.81,77040.34,direct
3156,205,192,576,384,445729.38,direct
3157,838,45,94,238.5,471506.26,direct
3161,4,36,686,640.33,220371.27,direct
3166,548,184,576,79.42,402011.02,direct
3182,243,36,727,960.48,91657.46,direct
3187,729,185,136,171.45,17354.15,direct
3191,831,151,452,779.88,393463.01,direct
3205,181,66,255,833.13,243274.34,direct
3213,368,168,273,515.07,106459,direct
3238,199,62,728,995.35,148149.52,direct
3244,542,90,361,395.08,282692.91,direct
3257,420,166,356,787.51,351500.06,direct
3270,841,178,464,833.51,133037,direct
3281,296,2,72,880.86,464572.01,direct
3284,116,188,450,626.89,469611.84,direct
3286,33,124,365,257.23,55331.78,direct
3288,141,195,664,147.58,394559.83,direct
3289,952,201,240,902.86,11659.43,direct
3291,404,200,180,307.73,387789.4,direct
3296,862,153,419,650.49,479328.95,direct
3297,445,113,179,608.31,304405.91,direct
3298,289,137,151,50.35,293839.16,direct
3304,678,117,48,698.89,447605.06,direct
3306,818,169,481,424.43,107932,direct
3326,860,108,162,830.28,322484,direct
3328,88,190,233,874.5,220453.34,direct
3331,876,21,540,965.46,300662.56,direct
3339,550,206,176,57.32,79642.01,direct
3348,373,196,452,582.7,400114.66,direct
3352,414,47,458,348.39,55757.59,direct
3363,293,116,10,961.24,79962.63,direct
3370,245,82,462,442.85,2271.94,direct
3382,1041,181,535,548.35,183934,direct
3389,176,111,445,549.98,427577.71,direct
3396,265,187,562,542.72,299688.62,direct
3399,982,33,139,47.83,42954.03,direct
3412,728,30,363,820.41,393211.4,direct
3413,977,35,19,230.88,160411.62,direct
3415,40,160,8,59.24,23824.44,direct
3421,1021,196,469,539.59,107888.35,direct
3423,714,27,606,321.48,478224.13,direct
3433,398,10,662,432.41,444240.22,direct
3439,1017,194,518,484.22,5195.98,direct
3449,17,115,140,817.57,370350.64,direct
3450,171,41,473,822.29,204360.94,direct
3451,978,170,292,470.73,341043.49,direct
3454,790,30,657,959.43,427981.86,direct
3456,965,36,712,477.59,354481.08,direct
3457,832,180,720,838.75,259078.41,direct
3462,514,203,646,112.79,120669.59,direct
3474,977,195,58,622.59,3697.06,direct
3495,503,60,662,603.77,103186.35,direct
1,261,130,329,295.39,202169.38,online
20,610,31,48,167.91,457387,online
28,265,5,304,135.94,439389.44,online
29,868,32,671,973.11,162706.49,online
31,481,97,519,245.36,242239.75,online
37,117,168,663,626.61,133278.98,online
42,245,37,708,963.23,428795.47,online
48,892,180,264,593.3,162328.02,online
68,189,96,662,181.23,352687.72,online
76,282,79,672,566.35,218598.51,online
78,401,143,415,457.71,137191.59,online
83,614,68,49,987.05,209080,online
88,455,106,322,138.67,493847.29,online
94,230,32,96,67.79,61784.93,online
103,368,48,108,665.28,317798.94,online
105,507,52,676,248.98,11305.86,online
107,231,3,47,532.01,108710.96,online
115,586,24,50,243.63,138735.02,online
130,151,82,400,714.74,484072.48,online
131,878,146,302,415.3,365397.72,online
135,294,108,231,650.17,181800.73,online
142,772,45,230,666.39,398683.4,online
151,88,38,431,847.38,261199.84,online
164,151,196,661,664.32,358292.81,online
167,570,210,617,743.11,349321.51,online
172,669,154,729,641.81,136002,online
177,466,70,167,97.45,317981.33,online
191,979,24,280,225.54,224246.92,online
197,528,6,148,934.45,322569.03,online
210,717,70,332,419.38,150700.69,online
216,88,71,529,23.22,251789.6,online
225,540,133,428,349.31,430780.08,online
232,58,140,450,570.39,494898.51,online
236,637,85,176,949.51,50707.83,online
261,302,203,54,591.9,117235.36,online
265,56,142,321,758.71,3136.97,online
272,165,49,408,844.42,206703,online
295,221,6,699,961.2,321283.97,online
296,823,19,284,817.24,183973.82,online
297,652,55,382,116.85,79558.98,online
300,389,70,690,998.56,294241.51,online
305,311,187,348,51.88,58577.86,online
307,21,35,46,703.53,492074.14,online
311,807,63,367,70.66,392943.4,online
317,781,178,448,362.21,420975.22,online
327,394,35,562,645.81,139745.17,online
331,876,109,451,393.74,262368,online
337,260,126,338,815.98,347082.42,online
344,537,60,433,932.61,15725,online
346,534,185,169,132.83,25713,online
